claim_id,organization,claimed_reduction_tco2e,historical_avg_emissions_tco2e,current_emissions_tco2e,historical_avg_energy_mwh,current_energy_mwh
C0827,HydroFoods 661,1263.88,14572.25,13213.02,3765.15,3349.31
C0828,TerraLabs 259,953.77,5394.15,4470.37,3060.76,2878.17
C0829,EcoSystems 156,449.53,6490.4,6040.98,6935.81,6712.13
C0830,EcoSystems 848,827.91,5712.31,4924.15,7502.27,6511.35
C0832,GreenFoods 574,1577.27,11441.82,9692.97,4447.01,4001.63
C0833,NovaLabs 569,1205.77,11676.52,10464.69,7133.94,6428.13
C0834,AquaPower 411,1634.34,14787.95,12994.94,7107.27,6419.38
C0835,GreenChem 597,497.79,9263.99,8744.04,5999.74,5307.93
C0837,HydroFoods 312,632.88,11771.42,11166.94,5480.1,4916.07
C0838,HydroMaterials 82,522.07,7783.17,7212.12,4417.0,4061.49
C0839,GreenSystems 113,1744.31,12090.6,10367.9,3544.15,3417.36
C0840,BlueTextiles 125,1789.72,13450.63,11689.23,4165.58,3926.87
C0841,UrbanSystems 82,1565.59,9328.33,7790.65,3105.0,2846.08
C0842,BlueTextiles 368,1065.18,6594.45,5579.37,7115.29,6788.05
C0843,TerraMaterials 418,304.66,4381.68,4088.52,5006.02,4729.73
C0844,AquaFoods 598,1510.81,11954.6,10400.81,6677.56,5781.02
C0845,CedarAlloys 549,772.33,10287.51,9552.58,7070.85,6368.24
C0846,EcoTextiles 838,978.14,8601.57,7518.41,3053.2,2807.51
C0848,SunSystems 165,1161.85,7634.96,6359.24,2781.4,2412.89
C0849,UrbanTextiles 823,781.1,5347.11,4552.43,2448.06,2217.07
C0850,CedarLabs 447,804.82,4879.96,4146.04,5488.48,4961.26
C0851,CedarLabs 685,785.92,5428.89,4574.32,3190.64,2713.29
C0852,AquaCement 734,883.66,4959.38,4138.37,2477.08,2164.83
C0853,UrbanMaterials 650,766.16,8005.93,7294.73,7084.72,6637.95
C0854,BlueAlloys 765,847.93,6039.64,5256.56,7337.63,6529.29
C0855,CedarCement 380,2003.86,12690.98,10756.78,5621.87,4848.12
C0856,SunMetals 3,2652.9,15456.94,12740.17,7427.58,7171.95
C0858,GreenMetals 681,2513.89,14948.54,12390.29,6195.55,5660.26
C0859,GreenLabs 358,1813.41,11472.42,9785.8,4033.58,3524.71
C0860,CedarFoods 980,1014.41,6836.65,5865.72,2306.56,2085.41
C0861,SunSystems 88,1671.03,15947.21,14185.84,7568.92,6555.23
C0862,GreenMaterials 811,1580.16,13813.06,12290.95,6564.76,5721.85
C0863,CedarTextiles 133,787.76,5547.38,4818.95,6345.57,5759.72
C0864,SunAlloys 570,1354.45,9084.4,7732.31,5428.84,4898.32
C0865,EcoTextiles 726,729.94,12522.12,11794.19,6666.91,5862.92
C0866,UrbanMetals 643,1823.11,12655.17,10716.48,4979.95,4651.12
C0867,HydroTextiles 351,1351.18,9038.6,7593.17,5927.63,5237.0
C0868,NovaTextiles 496,1505.25,12303.35,10847.86,3464.95,3031.76
C0869,BlueSystems 298,1060.79,8127.83,7140.86,5693.5,5456.84
C0870,CedarPower 883,618.34,6541.58,5931.47,4173.47,3912.67
C0871,NovaCement 462,1219.67,14692.53,13538.71,7277.39,6971.65
C0872,HydroLabs 846,253.28,4479.63,4230.41,3481.95,3034.54
C0873,CedarAlloys 513,1417.55,10742.51,9365.18,3488.48,3370.99
C0874,HydroMaterials 990,1090.38,8118.99,6957.8,6644.45,6342.82
C0875,HydroAlloys 636,531.8,7615.11,7080.94,2756.88,2619.38
C0877,BlueTextiles 492,303.78,4695.96,4364.68,3533.13,3069.83
C0878,BlueLabs 847,510.03,10309.33,9756.94,6760.43,5927.15
C0879,SunCement 840,1533.96,10444.28,8790.72,2436.21,2355.14
C0880,UrbanMaterials 823,1773.32,14600.39,12686.88,5594.86,5230.81
C0881,NovaMaterials 960,473.26,5436.61,4972.14,5009.56,4700.48
C0882,HydroMaterials 881,1676.5,14451.86,12854.24,3710.97,3595.48
C0883,UrbanSystems 302,1822.36,10825.62,9131.18,3031.15,2642.94
C0884,TerraMetals 114,593.28,7123.8,6536.7,3801.89,3565.77
C0885,AquaMetals 240,1430.27,8846.5,7442.71,5705.84,5060.34
C0886,UrbanCement 375,259.4,4639.84,4373.43,3553.05,3161.89
C0888,CedarPower 85,626.52,12083.06,11456.23,3798.75,3613.85
C0889,GreenCement 310,1909.88,12393.72,10528.92,3423.59,3203.19
C0891,EcoTextiles 345,747.09,6091.22,5390.04,5762.53,5216.78
C0892,HydroTextiles 624,841.97,8521.06,7676.26,2334.98,1998.73
C0893,HydroAlloys 109,2018.34,12316.36,10246.8,7398.59,6668.82
C0895,CedarPower 61,1739.99,10084.28,8460.32,5704.55,4997.53
C0896,EcoMaterials 969,264.15,4319.62,4035.99,5543.56,5338.23
C0897,UrbanChem 822,2131.58,12977.42,10676.96,7318.25,6314.23
C0898,HydroSystems 129,882.2,14478.81,13535.04,2934.27,2520.96
C0899,CedarChem 368,542.75,9580.62,9075.89,2784.43,2368.74
C0900,NovaLabs 173,781.78,6797.2,6056.77,4442.27,4306.01
C0901,TerraSystems 995,1005.56,10438.55,9383.66,4235.42,4059.53
C0902,NovaPower 716,765.03,10631.41,9788.54,6769.86,6544.29
C0903,NovaLabs 134,1771.84,10931.7,9124.86,6545.02,5849.85
C0904,TerraCement 923,881.2,8122.5,7202.43,6885.14,6491.7
C0905,NovaPower 137,825.4,15039.31,14262.23,2376.9,2253.4
C0906,BluePower 704,1231.5,8421.23,7062.88,2477.73,2346.34
C0907,HydroCement 572,757.13,5182.81,4384.41,2626.69,2392.93
C0908,CedarTextiles 35,709.62,4982.98,4334.62,2740.64,2458.8
C0909,UrbanMaterials 374,667.64,4967.92,4307.26,5056.46,4820.05
C0910,UrbanCement 547,2286.03,14054.91,11585.79,4462.96,3804.35
C0911,CedarMetals 367,1227.26,11283.79,10158.29,2566.61,2409.17
C0912,SunChem 74,1295.22,8763.12,7341.66,2824.97,2740.08
C0913,UrbanPower 364,684.56,12305.4,11584.05,3979.37,3708.22
C0914,AquaMetals 947,708.46,5576.42,4832.78,3681.23,3250.47
C0915,SunFoods 329,526.01,7113.53,6581.67,7362.89,6980.15
C0916,HydroCement 752,728.55,5331.38,4640.59,5620.94,5013.77
C0917,BlueMaterials 326,2259.15,15037.4,12712.44,6132.63,5418.08
C0918,AquaFoods 842,322.87,5344.96,5047.73,4582.04,4442.41
C0920,UrbanChem 968,1290.4,12442.86,11133.64,7495.4,6917.77
C0921,EcoMaterials 425,1515.14,15889.37,14352.97,5987.28,5540.75
C0922,GreenMetals 972,1089.84,13774.3,12730.28,5733.12,5060.26
C0924,UrbanMetals 107,1484.07,13500.98,12018.67,2917.93,2483.82
C0925,NovaChem 498,730.63,10793.76,10047.58,3123.02,2775.49
C0926,GreenFoods 923,2133.31,14183.4,12091.38,2277.81,2105.06
C0927,GreenLabs 248,836.53,6033.72,5186.4,5033.63,4764.54
C0928,NovaChem 913,1259.89,10867.58,9604.04,2902.65,2776.06
C0929,TerraCement 311,1704.51,9536.51,7934.07,4485.62,4087.33
C0930,CedarFoods 438,705.62,5086.05,4389.62,4414.11,3837.72
C0931,EcoLabs 639,883.46,6291.75,5329.62,2304.63,2189.3
C0932,TerraLabs 631,1790.59,11471.84,9655.6,4182.5,3954.28
C0934,GreenSystems 449,482.44,4840.86,4313.56,5974.36,5194.09
C0935,BlueCement 800,519.89,4640.55,4130.22,2254.39,2126.89
C0936,CedarMetals 70,1577.18,12780.35,11050.73,3255.91,2865.23
C0937,GreenTextiles 769,456.83,7367.37,6916.02,4242.5,3688.28
C0938,UrbanPower 211,1265.0,8147.17,6977.57,6999.29,6009.42
C0939,AquaLabs 990,850.11,5753.79,4864.34,6478.09,5782.83
C0940,NovaLabs 816,658.16,10094.99,9377.86,4968.18,4388.38
C0941,TerraMetals 692,2161.4,14213.66,12192.13,4021.68,3825.37
C0942,GreenLabs 886,1469.17,12363.94,10891.46,4882.07,4321.71
C0943,BlueAlloys 600,1147.08,6924.63,5799.51,4181.79,4001.18
C0944,EcoCement 849,993.23,11032.72,10122.77,4316.77,3960.97
C0945,CedarFoods 509,935.41,9739.98,8773.03,6204.51,5700.14
C0946,NovaCement 583,2282.58,14501.76,12116.16,7080.76,6484.46
C0947,UrbanSystems 637,1864.56,15465.52,13697.34,6098.78,5411.71
C0948,HydroLabs 103,1165.51,9311.65,8240.95,3604.84,3354.73
C0949,UrbanCement 507,1204.15,9770.26,8469.62,4015.08,3644.06
C0950,AquaSystems 901,1221.09,9304.43,8169.83,3231.17,2862.02
C0952,TerraFoods 820,1587.94,12527.71,10828.77,6895.94,6065.86
C0953,NovaCement 876,1222.79,7453.49,6134.88,2806.08,2654.0
C0954,SunAlloys 984,799.2,5773.52,4915.18,5406.17,4729.4
C0955,EcoMetals 556,1067.93,13801.4,12738.71,2985.98,2895.54
C0956,BlueCement 118,1888.71,15554.12,13463.92,3248.16,3068.14
C0957,UrbanTextiles 758,1102.31,9321.26,8207.76,7307.33,6950.01
C0958,EcoFoods 120,1548.12,12352.66,10887.43,3976.81,3538.02
C0959,CedarFoods 80,419.69,4465.72,4013.12,2729.49,2494.74
C0960,AquaChem 592,702.73,5487.26,4785.5,7141.63,6594.41
C0961,NovaSystems 314,1743.23,14281.11,12648.26,5262.58,4529.47
C0962,CedarSystems 851,701.03,6006.85,5340.55,5895.53,5234.96
C0963,TerraCement 295,678.66,7558.88,6912.13,4799.57,4271.26
C0966,GreenAlloys 764,600.48,10907.56,10297.76,2732.65,2391.51
C0967,AquaChem 247,960.38,8302.53,7385.25,6265.55,5424.59
C0968,GreenLabs 734,361.29,7203.66,6824.24,5724.83,4872.21
C0969,CedarAlloys 664,2251.95,14220.01,11941.62,2982.56,2888.7
C0970,TerraChem 184,1106.29,11119.34,10090.71,7131.63,6421.96
C0971,EcoLabs 772,266.37,4680.65,4418.24,7285.35,6552.07
C0972,UrbanMaterials 10,458.91,6316.57,5877.98,6236.59,5698.16
C0973,BlueLabs 650,1069.18,6685.13,5508.77,3771.78,3455.55
C0974,AquaFoods 101,783.41,15993.97,15139.39,3764.8,3420.13
C0975,EcoFoods 274,841.18,15910.12,15009.82,5975.51,5474.51
C0976,NovaCement 944,1830.45,10166.74,8479.06,6185.77,5817.08
C0977,SunMaterials 517,413.78,7254.25,6858.03,6751.82,6095.94
C0978,AquaFoods 294,413.52,7035.36,6611.75,6719.31,6388.78
C0979,CedarChem 853,457.8,5906.11,5434.42,6914.91,6331.98
C0981,AquaFoods 698,1384.27,10483.26,9132.69,5648.52,5185.49
C0982,BlueChem 938,2571.8,15633.17,13183.52,7379.26,6625.02
C0983,UrbanFoods 178,533.27,9852.42,9355.32,3515.18,3001.93
C0984,EcoPower 674,1853.77,12377.11,10465.64,4491.41,3817.95
C0985,TerraMaterials 244,687.11,7355.11,6610.58,2613.4,2529.54
C0986,AquaFoods 379,1924.02,12839.48,10752.04,2680.83,2529.27
C0987,BlueTextiles 11,1611.73,12639.42,11170.28,3511.39,3359.02
C0988,UrbanCement 301,1152.3,14249.46,13042.44,3446.88,3009.06
C0989,NovaFoods 3,1582.26,9249.38,7692.96,2168.94,1936.83
C0990,EcoFoods 376,2122.96,12191.6,10185.96,2432.55,2190.44
C0991,HydroChem 263,781.78,5640.16,4776.06,5963.47,5508.32
C0992,UrbanSystems 593,467.58,8200.58,7683.99,5555.27,5340.62
C0993,TerraLabs 915,1413.42,7874.32,6467.96,5733.62,5101.01
C0994,TerraPower 917,1661.58,11277.4,9558.21,7373.35,6776.8
C0995,EcoMaterials 882,512.07,5802.27,5319.76,6772.72,5987.93
C0996,AquaChem 76,1282.2,14168.26,12869.19,4121.3,3745.43
C0997,BlueAlloys 682,957.25,5818.93,4853.45,4496.29,4341.95
C0998,SunAlloys 142,963.0,11206.68,10321.91,6634.66,6154.73
C0999,CedarSystems 885,1263.48,10783.85,9612.3,4715.19,4540.47
C1000,CedarSystems 369,500.52,7497.39,7002.48,3986.06,3521.23
